Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
1263,168,136,40,2646,10243,439,9395,17.301988227402255,1956.5872904492967,2,4.693756329789906,47,22.256070353362773,7.04476216504826,87.07346200738885,24.10838051051184,22.802379999227785,Rainy,710.1366284185061
750,235,100,18,4853,11006,321,8167,11.732685569409886,2413.4199665829883,9,4.462009163941174,1,15.1444558943626,7.757009198335007,85.8777100951095,11.53157595544772,15.94145239257884,Stormy,469.11433263605664
1213,35,261,2,4832,10484,266,4679,7.823463695078276,2843.5320765894585,2,5.266294719097931,41,25.48449680711316,0.809076463500511,95.81461426252324,26.33099516022311,27.458718349286205,Clear skies,669.3715115439195
248,241,434,29,1925,14847,408,2063,15.41740914124523,2580.465367758979,8,4.110198872368662,7,39.15505123125104,19.077346083089303,88.76900506824549,7.817995651787325,30.42134037497729,Clear skies,289.29780231939577
1673,207,490,4,2512,6767,245,6320,5.066096606037148,2902.0142710823347,5,3.776718640659477,35,34.49881608132182,5.010151641203064,70.17034855962028,29.942179511618352,34.46368312427965,Pleasant,1000.8427499220728
832,180,198,39,1893,10646,199,6486,13.83299022120298,1127.5629798876396,9,4.044722402962433,42,34.83244132267099,0.4699661003560829,95.40143330386309,16.203358165718413,22.16024974737291,Pleasant,510.5210828213106
1244,246,209,17,4673,7685,405,6068,6.668217049467402,2579.844400739732,7,3.334091933321065,22,38.938649638085806,16.722120531619275,97.47098090730438,23.99915007793677,21.992815611938845,Rainy,742.0006521781886
1077,61,419,13,3292,10680,223,7411,8.580212683674038,2407.3722062070665,9,2.5343858414824934,26,22.776756964337487,17.27393472044627,88.55195446198061,6.541717978429799,30.33914414325729,Clear skies,650.0876022945209
1242,183,291,2,1540,6571,172,7722,5.244826053308731,1927.5449225971872,0,4.122847626989374,9,27.104528992220786,14.248864783105038,65.72749581014625,25.54786209087581,23.73645758019992,Rainy,734.4977651044311
1216,213,131,16,1655,10229,394,2448,16.157860740778865,1784.9074481478392,7,4.607110013502821,39,35.975612309256945,2.189224746604605,88.1243556956917,3.070554943319579,18.42298534870593,Rainy,706.1684522322054
709,206,296,49,1318,7135,497,5896,6.688575867930206,1745.8607508625637,1,4.980331516096799,34,35.96980496318631,6.184627158219207,68.98501563564731,13.589612941492868,32.83641475483249,Rainy,483.22932414480255
451,107,298,15,4876,7422,122,8633,24.865286121435403,1442.0884596915798,2,4.510756975264,25,29.59079776519854,8.849550298936858,78.88109591772465,21.964796194964936,19.78253066857552,Clear skies,323.7728389429037
1215,250,245,33,1654,14775,497,8000,5.839279166781706,2585.222922718679,5,3.491007519629042,21,16.829077812195084,5.659184605966054,83.94248283023373,4.041162489820394,15.82800674558807,Pleasant,737.4388206808305
1837,213,106,40,3843,14821,157,4208,13.333213189611852,2943.374961754448,1,5.413227047195016,7,27.043462124428277,0.0808566237477093,82.25229417710119,28.509101031637705,25.15373459486104,Pleasant,1012.651589111858
1781,7,222,21,3587,8644,451,3842,20.13675639250997,2576.859748817491,9,5.004925918421512,2,31.48964242435224,19.12409725579864,95.8482693206559,19.4127511387131,33.99925616563188,Stormy,946.9061313554288
915,113,121,47,1715,12884,390,4407,22.739325655754275,1303.5813182207764,8,4.319241325170565,31,25.52118621312118,5.142707310973025,93.34987524563608,28.86020721835372,32.05212633794248,Rainy,524.2369863300868
754,298,87,19,4888,5380,238,9286,9.641547735734218,1726.329733207593,7,4.99170774685025,11,12.570943192922876,1.0932053085640805,49.09905668084975,2.267794334720686,28.14764655741906,Pleasant,491.0628110104738
345,212,194,35,4981,8671,358,2813,22.82217228843625,1367.3483549645111,8,5.98420430221899,34,26.743517680106752,6.238945343506912,50.87783822141479,9.010141840904003,32.22558287535698,Clear skies,280.35217086968413
1481,38,136,42,3885,11937,312,9300,17.277994488852812,2374.12872382746,9,3.670461330444754,25,20.79985979194704,5.987390624567654,59.34413305227355,8.28429023599729,22.11813363709313,Stormy,780.689673844854
230,60,350,36,4306,6834,454,7973,17.97820145522124,1861.546815326934,4,5.089230344099681,47,31.829611469976875,16.33721855402565,76.48045361342768,26.36387800194001,26.360677347806813,Clear skies,203.505028554834
1922,75,338,13,1028,6259,252,8682,7.422848079991735,2890.828158911276,2,5.866372252255893,13,25.33118134345746,11.653813414666278,52.72790784316342,11.71651778978764,27.46986577953406,Clear skies,1052.1809894144812
1339,82,152,6,1856,10656,139,2385,22.0488658424814,1416.988765732298,6,5.245860550008139,13,14.632732818053652,2.6843247839976336,40.24686188357296,24.00919333530296,32.66536208479358,Pleasant,730.8894056051978
1700,79,457,14,2917,11676,190,5760,15.852297207241731,2662.720417680138,5,3.2659615714861787,21,26.293498447533548,16.843317961707193,77.402168316862,11.330960165847245,16.43006541385527,Stormy,968.621525464209
1196,254,98,25,1702,9633,330,9289,18.319052890161597,2249.565374153154,7,3.630469181247292,49,35.12071903566667,13.021286006714089,60.063573025106464,17.47764122954965,31.931831249910022,Stormy,696.6868844649988
688,122,321,30,3674,14385,170,8333,13.545343637820473,2354.576309239019,0,5.636463352644674,7,26.49904103943471,5.751895733244723,85.88328559960652,23.26237994604585,31.17869372677345,Rainy,446.6354346330319
356,145,142,33,3058,12977,367,4876,10.003779168455155,2841.7254474943747,7,2.99812775307087,48,17.22750043098418,6.217659452750386,95.32927713827644,3.99824860082288,18.18044947166501,Stormy,250.4959631812507
1655,177,187,40,2784,5013,182,2095,9.860535937507882,2466.7749400841835,2,3.40398389360547,48,38.675216799708295,10.282592196078957,56.938359221910495,21.989332997524077,15.828851410526868,Clear skies,926.362205546103
1413,253,495,34,2941,9665,479,8062,19.58720817267244,1228.135898071025,1,2.8260115464548625,49,14.951639476709316,4.041188751921161,44.2274440587094,4.065023600332561,30.19473825619531,Pleasant,889.7920418131043
1508,141,176,25,4176,8589,497,3499,6.713351716698637,2645.463237459252,4,3.8857597188662334,16,28.410221615000417,9.75253577920132,66.04991137856157,11.40088375512252,27.601357693267403,Rainy,836.6203728216083
893,141,148,8,2122,12869,142,2532,20.068518333080576,2761.207298923269,8,4.312190031006935,36,37.71557424862446,7.8961910758155485,77.16387610128982,20.298257809176445,23.089578118273565,Clear skies,523.9864797555398
852,50,324,2,1357,12698,472,3787,23.376238018447275,1638.6238277304208,1,4.6440894948464,46,10.107436450648214,4.828113125992104,76.74347893310367,26.631855270167478,28.166706775963817,Pleasant,511.0833220308265
1477,148,231,1,1660,8326,176,4680,6.189463275944114,1754.6627174849464,5,5.831521637046176,22,24.97424801391909,4.322658902267147,73.76961634655699,28.63612659651284,24.77979914049011,Rainy,835.8269579011907
1507,249,155,49,1408,9814,468,8575,14.75100820771514,2377.113550970919,4,2.6811127308071243,2,26.07237724595407,1.7626214635701465,80.94023902987942,17.827421423176958,21.72661069730056,Pleasant,862.8966634040754
1824,22,481,3,4573,8793,270,2779,21.78411518014961,2101.001350332353,8,5.04818175265885,49,30.882756625140797,5.885557622536468,49.21502583027819,17.298564945935524,25.72699680136737,Stormy,1024.6578156276992
767,229,441,20,4796,8670,122,9131,14.283481847891304,2909.669903477484,8,5.57976526712358,15,32.56202827040425,2.3546905156274645,69.97529584855445,5.078907248393492,20.50546632982481,Rainy,545.4371287820345
1147,124,95,45,1815,10060,210,3511,20.87311330652644,2641.9775774639666,2,4.894824023278585,3,23.89158023537328,8.469251625754357,51.17919329478434,0.1971916841167242,15.022041657551249,Stormy,632.1666204126977
1763,281,102,40,1290,11590,388,7291,18.110893936372864,1672.4563649535708,8,4.51764767456582,5,27.84787271205741,19.61478571357769,70.06742445134243,24.2923367913442,23.93939648831202,Clear skies,986.406832376375
1438,54,348,11,1211,14356,332,9898,24.74996397672813,2332.344935684486,5,3.311817757905257,30,33.29432902740412,15.54640920900533,72.7672656529596,23.174550411738597,27.49003794883093,Clear skies,808.867669942669
397,174,403,49,1144,11334,284,9920,21.103483334186624,2459.3388456317816,1,4.381674714870363,44,23.408579156994783,19.676631691729146,68.37198976415152,5.754530758506031,22.720388324433927,Stormy,334.2679630321419
1407,37,447,15,2039,11831,357,8700,6.284139620225126,2122.7520783064865,1,5.61191188653911,25,35.519473620338964,2.2624935741193952,65.24412367650612,6.063870759263779,17.24110698403137,Pleasant,811.7098232217047
206,279,257,7,4940,9077,361,5168,11.685533387976148,2885.0112202493874,8,3.465503326550625,21,32.53048763587942,18.7466499755314,54.48827453075358,21.98558853674457,18.423121687188456,Rainy,244.13563338454216
1056,233,369,47,3257,9383,318,7632,8.031202088603816,1635.394060991974,1,4.228850215052204,41,15.147575930587744,18.372675733414848,73.77925116729196,15.048568633533412,25.731997249963783,Rainy,680.7330506616186
1549,59,163,20,2068,12346,335,6327,19.93981780849968,2602.860171907152,9,2.821909637114122,9,14.904940854595898,10.147691039428688,41.845163706612766,29.67296124135223,30.428442297592326,Clear skies,828.8674986677656
956,297,230,1,4934,8834,404,3074,11.730859283027392,2926.274464670978,4,4.941842425477912,26,31.44308640503788,15.068196940220504,88.54082481565663,29.30119193740946,17.25484986688841,Clear skies,614.1751086236457
1104,155,370,6,1726,5275,324,6683,21.50153846719836,1939.3463829204036,8,5.915486494416608,13,34.42560358366195,15.518089153256929,63.00699653067289,17.354743925186337,17.439459624986007,Clear skies,674.3749128564414
114,239,312,46,4794,11968,149,7746,6.5923307704445655,1385.6019005753594,2,3.3210912121432647,21,20.25092759931305,19.46583285504734,44.12429350033477,24.1632910187734,24.722126136515524,Rainy,191.89522747937747
478,3,158,43,2899,6923,444,3170,9.500788242747475,2029.641043276158,3,3.193314206930952,25,28.315530633738724,3.303540629514538,97.0394103566316,19.678779838488893,30.82896911500354,Clear skies,276.6976357498256
1473,249,72,28,1242,7588,454,6517,23.94873326339565,1635.7743294814118,6,2.7494731264495536,41,37.87350082247482,7.738320771398069,59.01390654933175,12.830781106431624,24.481998072824773,Pleasant,829.6593938323015
991,6,173,4,1037,10120,304,7596,19.64139278434653,2949.7547737356413,3,5.577799392464112,34,16.4778963423933,18.950930383047403,57.71704971015258,6.259304173262594,24.29662342082518,Stormy,539.5520612471066
1547,212,427,35,1837,8034,440,8624,22.541140271010825,2696.488899301282,9,4.8741389620220925,49,22.324405719022057,12.87061029634986,64.49767924679207,11.713663149510984,21.96977341950702,Clear skies,924.435725849154
1974,144,339,9,3690,11203,493,9435,5.645602140362527,2972.468253665309,1,3.555731625632486,26,38.79256289584729,18.02783795190343,70.58109802316588,12.22838443499674,18.28127181632015,Stormy,1098.8823747243523
1035,219,197,28,3543,11288,123,7337,9.34243955068402,2720.066196689884,3,2.6148981789761527,37,24.26316933440377,12.212114913545236,43.46956225999837,29.332688181020632,32.985432191740635,Rainy,629.1630802043487
1040,268,89,22,3334,5619,162,9694,12.815779132199332,1771.9997363365414,7,3.560187209370613,36,12.28294968666121,7.999119567623333,59.20690248794263,4.620220675258418,33.96836424057285,Clear skies,628.0897152150361
1814,259,267,48,4724,9535,231,6620,23.9366140417103,2326.6445294432037,7,5.075104495841613,22,19.93935514878521,8.881820019513471,68.86476880577949,26.36185207967733,28.092940477134967,Clear skies,1043.401563745649
1143,114,187,32,3541,5694,486,8302,6.76419079226156,1541.2981655830386,1,3.665231668851714,8,13.03796410992941,2.9690343185805546,65.93877058971015,26.375687568601204,21.988212475217267,Stormy,652.3528522861684
263,144,111,7,3239,12196,396,7554,7.063907061951884,1146.445369208113,5,4.744777569578805,31,33.670603176755804,19.42758349562385,71.2906502976364,27.865066757400378,25.37272253693332,Stormy,205.01196049468308
487,51,283,22,3736,9503,278,7844,16.36740243990908,2497.912476441501,2,5.117162052461634,10,36.504505488340826,19.806408897721923,62.01573802106209,11.636731549569996,34.98027601495255,Clear skies,317.9907884004198
1788,180,318,10,3593,13819,264,9217,22.223166474585263,1204.8937006170356,4,4.684320968036074,14,25.63531502200897,7.873180024562638,58.49761803704191,15.892029658265113,23.3194091637508,Clear skies,1017.6527525149052
1326,269,354,14,3699,10518,243,6928,7.795495024856251,1499.2438623831397,4,4.059411010286221,3,22.304302374216988,18.105135197511714,96.02748919840352,20.270339095356917,19.618133969516023,Stormy,821.4621046340337
1796,0,438,4,3579,14793,211,7431,18.216242404619035,1670.0244656134932,7,4.921958315924661,31,21.862119206034045,3.554270405955857,85.42850745836704,25.29630679260264,29.65224012452796,Stormy,988.3565550134044
265,190,213,19,1316,8808,419,8387,23.830347346959947,1220.180405327436,8,5.817188625824551,34,14.689494050824564,12.453106619120913,74.80541834350336,29.093628095023256,26.21682800384976,Stormy,236.79180977080227
1842,84,206,17,3644,13843,495,6020,9.270778894882314,2934.5422844539557,7,4.320891343615179,38,33.427546817162124,9.790216771152547,64.9485342988792,27.064290691866795,34.59738858725999,Clear skies,989.5998402553296
1095,104,79,40,3619,14265,355,2966,10.279624585923523,2273.6940081070243,2,3.6235570168800417,9,35.68915935459074,9.644671753946112,51.92977023519512,25.29142790598424,31.130579424870856,Stormy,597.9569839610169
384,130,353,23,4792,14495,351,9426,13.39240110701656,1298.1645345026163,8,4.744943663925675,49,32.549818715362754,4.4553320023181815,79.05504751891712,27.23006627435758,33.22683721047208,Stormy,303.1763454612832
1848,97,497,4,3958,13146,411,9868,9.62871755155621,2055.1746004988336,0,2.5744006688545,10,11.004119588798586,5.464759295087118,95.45132620866084,27.79537123593525,24.575870527595733,Clear skies,1054.6975249009054
755,222,336,48,2218,7406,141,8349,12.596503838822244,2591.3788787703866,6,3.009384399593303,33,34.66524560999976,17.798969369210393,52.20156726096662,18.046125289361573,33.52519259330613,Rainy,515.2664092959928
1873,145,470,48,3633,5862,445,5945,10.34858097826968,1259.8530019439827,4,4.259394735463731,16,19.558097683364984,10.323415750925468,46.73847454704411,4.221300996069111,21.49492844578277,Rainy,1083.9424187186378
1989,235,162,2,4164,8328,147,6753,8.470135984811582,1856.1518763114989,5,3.4427251274691395,7,32.900801689430736,6.793627937039388,46.56806290614373,29.275675405540863,34.59472512808989,Rainy,1101.8623407537998
644,258,259,9,3618,11918,338,7447,16.1956981212069,1241.158454596502,5,5.193792813627346,4,10.493062755104566,12.180094620984969,65.73417893498302,4.482466233557214,33.47900411953045,Clear skies,453.0588870382172
1458,286,259,9,2055,14213,375,8388,6.834560723031937,2095.712797933116,3,4.411121050132206,21,30.88357342396468,5.81252669658864,80.49799195141654,28.89891841213216,17.836789713358648,Clear skies,870.9426143462863
1605,224,156,17,4065,13838,449,5132,23.465657244538363,2263.5484455187925,7,3.6635508230820175,12,19.366961044338275,19.88803672383042,67.29059681096635,2.637021088444753,19.37659175607008,Stormy,905.4239347532808
1921,77,118,46,2084,10737,262,5758,17.353756147170692,1715.2513392313565,3,5.979492665749937,48,34.84962042559806,5.67218902040318,77.96381503054157,1.847146081941663,24.193009139622724,Clear skies,1013.6719628548918
184,12,315,9,1262,8538,258,9587,19.12214407417093,1716.1003243801945,6,5.834435076333278,49,18.09912970143368,13.973627176391556,64.44117758304438,26.192691584818245,32.794428352159414,Pleasant,167.95106485783398
1933,146,265,47,4144,8355,405,8442,10.894813753772086,1978.4613163625072,3,2.8009790261740237,17,19.813257723587437,4.404639343584551,84.55292159122534,9.864273613275849,32.316216712046774,Pleasant,1070.493829800307
1828,112,159,48,1915,14611,462,5569,24.404607522472784,1528.2475974066992,5,5.255653988426198,40,34.86337083163751,10.084773839078412,92.63981256726012,23.153802864067952,15.237855967373816,Pleasant,980.0615798226617
375,82,448,46,1154,6098,326,7976,5.79068334180616,1389.9158672978058,4,4.24710460975566,13,18.50416595897706,11.601105712799102,48.04393733674063,25.201039658273213,19.06495066218285,Pleasant,301.94302093187565
251,115,176,5,4412,13087,161,8970,15.231066072692787,1668.8085012678885,8,5.528134890763456,24,38.380767853137215,6.47814489937393,74.71932582727734,11.819150505660716,33.070503726420526,Clear skies,201.74362835380532
1294,191,338,32,4184,9925,226,3507,22.292642981854016,1038.3087534416854,4,2.500481723929982,42,32.31992671482106,6.182364915972165,65.00720340123677,5.803906342460536,30.373599181384368,Clear skies,773.8387253515299
